,X1,DistrictNCES,FIPS,NAME,NMCBSA,CBSA,CSA,COUNTY,STATE,ST_ABBR,ses_EP_POV,ses_EP_UNEMP,ses_EP_PCI,ses_EP_NOHSDP,ses_EP_UNINSUR,ms_EP_MINRTY,ms_EP_LIMENG,hh_EP_AGE17,hh_EP_DISABL,hh_EP_SNGPNT,hh_EP_MUNIT,hh_EP_MOBILE,hh_EP_CROWD,hh_EP_NOVEH,hh_EP_GROUPQ,hh_EP_PLUMB,pm_EP_AGE65,hc_icu_capita,hc_hosp_beds_capita,hc_pqi,hc_emer_services_capita,hc_epi_capita,hc_health_labs_capita,hc_spend_capita,hc_PHEP_capita,hr_incarcerated_per_100k,hr_all_care_residents_per_100k,hr_high_risk_employees_per_100k,pd_population_density,V3_THEME1,V3_THEME2,V3_THEME3,V3_THEME4,V3_THEME5,V3_THEME6,V3_THEME7,V3_CCVI,SchoolYear,DistrictID,DistrictName,Control,PhysicalCity,PhysicalState,Enrollment,OpenDate,TeachingMethod,SportsParticipation,OnlineInstructionIncrease,NetworkInvestment,HardwareInvestment,StaffMaskPolicy,StudentMaskPolicy,StudentIllnessReturnPolicy,StudentIsolationArea,SchoolTemporaryShutdown,ParentOptOutClassroomTeaching,LastVerifiedDate,school_inperson,total,status_county
458,747,2803210,28107,NORTH PANOLA SCHOOL DISTRICT,N,N,N,Panola,MISSISSIPPI,MS,20.9,7.2,19972,21.6,12.9,53,1,25.3,18.5,10.2,1.1,28.6,3.3,6.5,0.6,0.794322927,14.9,0,319.0337834,7522,2.409227341,65,0.033600468,15293,2.1934,1264.492013,408.8426832,5008.322869,49.97702965,0.857370264,0.793696275,0.759949061,0.778096148,0.661891117,0.791149316,0.537408469,0.952244508,2020-2021,899692,North Panola School District,Public,Sardis,MS,1840,2020-08-17,Online Only,Unknown,Unknown,Yes,Yes,Required for all staff,Unknown,Unknown,Unknown,Unknown,Unknown,10/6/2020,0,1,1
459,748,2803240,28113,NORTH PIKE SCHOOL DIST,"McComb, MS",32620,N,Pike,MISSISSIPPI,MS,33.8,7.4,17954,18.3,14.3,56.4,1.2,26.3,17.1,13.4,3.8,24,2.6,8.8,2.7,3.596144651,16.3,70.41722204,474.0042189,6508,2.409227341,65,0.033600468,15293,2.1934,1185.293303,588.8718323,4018.924428,97.15235872,0.891754218,0.826488379,0.994269341,0.841770137,0.302769819,0.828716969,0.711556829,0.978032474,2020-2021,899580,North Pike School District,Public,Summit,MS,2356,2020-08-24,Hybrid,Unknown,Pending,Pending,Pending,Required for all staff,Required for all students,Yes,Yes,Never closed,No,1/21/2021,1,1,1
460,749,2803270,28139,NORTH TIPPAH SCHOOL DIST,N,N,N,Tippah,MISSISSIPPI,MS,19.7,7.7,20180,22.4,11.8,22.8,0.5,24.7,19.6,10.2,1.2,26.6,3.3,5.3,1.5,1.541609823,16.1,0,110.6292592,6342,2.409227341,65,0.033600468,15293,2.1934,595.7253297,823.1014097,3437.92633,48.03174425,0.850366125,0.490608087,0.842088507,0.689907673,0.739891754,0.709964979,0.525947151,0.88411334,2020-2021,899695,North Tippah Consolidated School Dist,Public,Tiplersville,MS,1391,2020-08-06,Hybrid,Unknown,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,10/15/2020,1,2,1
461,750,2803300,28103,NOXUBEE COUNTY SCHOOL DISTRICT,N,N,N,Noxubee,MISSISSIPPI,MS,29.5,10.1,17637,27.8,15.7,74.2,0.1,25.2,20.6,12.7,1.8,37.2,4.2,12.4,1.9,2.345770225,15.6,0,222.1629788,8012,2.409227341,65,0.033600468,15293,2.1934,618.7661618,0,7905.430366,15.57631309,0.981216173,0.537090099,0.994587711,0.784781917,0.774594078,0.486787647,0.239414199,0.870741802,2020-2021,899601,Noxubee County School District,Public,Macon,MS,2131,2020-08-17,Online Only,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Closed 1-5 days,Yes,10/8/2020,0,0,0
462,752,2803390,28017,OKOLONA SEPARATE SCHOOL DIST,N,N,N,Chickasaw,MISSISSIPPI,MS,21.2,5.8,19556,27.7,14,50.1,0.8,24.9,16.5,13.1,0.6,25.2,2,9.2,2.2,2.401759361,16.2,0,478.5234135,5445,2.409227341,65,0.033600468,15293,2.1934,2563.805776,648.1856589,11759.93981,34.43529085,0.827761859,0.749124483,0.914358485,0.810251512,0.463228271,0.983763133,0.420248329,0.950652658,2020-2021,899656,Okolona Municipal Separate School Dist,Public,Okolona,MS,895,2020-08-17,Online Only,No,Pending,Pending,Pending,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,12/15/2020,0,2,1
463,753,2803450,28071,OXFORD SCHOOL DISTRICT,"Oxford, MS",37060,N,Lafayette,MISSISSIPPI,MS,23.8,6.8,26154,10.5,8.9,30,0.6,18.2,11.2,8,12.5,9.6,2,4.7,9.7,0.707083933,11.6,45.50280601,384.7176669,3806,2.409227341,65,0.033600468,15293,2.1934,652.8367534,269.365308,2203.557867,84.62800256,0.701050621,0.576886342,0.362941738,0.110474371,0.276981853,0.208850684,0.679401465,0.312320917,2020-2021,899689,Oxford School District,Public,Oxford,MS,4510,2020-08-31,Online Only,Yes,Unknown,Unknown,Unknown,Required for all staff,Required for middle/high school students only,Yes,Yes,Unknown,Unknown,12/29/2020,0,1,1
464,754,2803480,28059,PASCAGOULA-GAUTIER SCHOOL DISTRICT,"Gulfport-Biloxi, MS",25060,N,Jackson,MISSISSIPPI,MS,16,8.2,25341,11.1,13.5,32.2,0.9,23.8,17.3,10.1,6.2,8.7,1.1,4,0.8,0.585153576,15,33.96691057,300.5388973,6164,2.409227341,65,0.033600468,15293,2.1934,887.2364696,277.4374357,2401.171715,196.4785003,0.749124483,0.665074817,0.339063992,0.651384909,0.401464502,0.345431391,0.82489653,0.635784782,2020-2021,899570,Pascagoula - Gautier School District,Public,Pascagoula,MS,7864,2020-08-10,Online Only,Yes,Yes,Unknown,Unknown,Required for all staff,Required for all students,Unknown,Unknown,Never closed,Unknown,10/29/2020,0,1,1
465,756,2803520,28121,PEARL PUBLIC SCHOOL DISTRICT,"Jackson, MS",27140,298,Rankin,MISSISSIPPI,MS,8.2,4.2,29874,10.5,8.8,25.6,0.6,23.8,12.8,8.2,4.4,14.9,2.2,2.2,3.7,0.583179053,14.3,12.02846737,308.805885,6145,2.409227341,65,0.033600468,15293,2.1934,888.6537953,295.556731,3275.588469,195.0149008,0.263928685,0.546641197,0.432346387,0.553008596,0.548869787,0.477236549,0.82362305,0.53231455,2020-2021,899628,Pearl Public School District,Public,Pearl,MS,4235,2020-08-17,Hybrid,Yes,Unknown,Unknown,Unknown,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,10/7/2020,1,2,1
466,757,2803530,28035,PETAL SCHOOL DIST,"Hattiesburg, MS",25620,279,Forrest,MISSISSIPPI,MS,25,10.1,22042,13,14.2,43,0.5,23.2,21.2,13,10.6,10.3,2.5,7.6,5.2,1.007720116,13,63.29531219,714.6812943,6210,2.409227341,65,0.033600468,15293,2.1934,1228.862375,529.6820583,5380.245508,162.0391579,0.898758357,0.617637695,0.969436485,0.493791786,0.404329831,0.877109201,0.799745304,0.930276982,2020-2021,899589,Petal School District,Public,Petal,MS,3920,2020-08-17,Hybrid,Unknown,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,12/23/2020,1,4,1
467,758,2803540,28109,PEARL RIVER CO SCHOOL DIST,"Picayune, MS",38100,406,Pearl River,MISSISSIPPI,MS,16.1,8.4,23135,16,14,18.1,0.3,22.6,19.5,8.6,1.1,20.3,2.5,4.2,2.9,1.508640229,18.1,10.89938055,147.4434361,6417,2.409227341,65,0.033600468,15293,2.1934,1182.251718,406.1723694,2538.577309,67.97467469,0.826806749,0.370264247,0.661891117,0.799108564,0.552053486,0.52976759,0.621139764,0.755173512,2020-2021,899612,Pearl River County School District,Public,Carriere,MS,3286,2020-08-17,Hybrid,Yes,Unknown,Unknown,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,1/14/2021,1,2,1
468,760,2803600,28099,PHILADELPHIA PUBLIC SCHOOL DIST,N,N,N,Neshoba,MISSISSIPPI,MS,23.7,8.6,19641,21.8,12,41.4,0.6,28,21.2,14.4,1.3,21,7.4,8.1,1.5,2.46459695,15.4,0,230.6413866,8845,2.409227341,65,0.033600468,15293,2.1934,769.335512,650.1906318,2495.234205,51.5247211,0.905444126,0.64788284,0.985673352,0.76217765,0.761540911,0.571792423,0.546322827,0.952562878,2020-2021,899604,Philadelphia Public School District,Public,Philadelphia,MS,1425,2020-08-17,Hybrid,Yes,Yes,Unknown,Yes,Pending,Pending,Pending,Pending,Pending,Yes,10/16/2020,1,2,1
469,761,2803630,28109,PICAYUNE SCHOOL DISTRICT,"Picayune, MS",38100,406,Pearl River,MISSISSIPPI,MS,16.1,8.4,23135,16,14,18.1,0.3,22.6,19.5,8.6,1.1,20.3,2.5,4.2,2.9,1.508640229,18.1,10.89938055,147.4434361,6417,2.409227341,65,0.033600468,15293,2.1934,1182.251718,406.1723694,2538.577309,67.97467469,0.826806749,0.370264247,0.661891117,0.799108564,0.552053486,0.52976759,0.621139764,0.755173512,2020-2021,899590,Picayune School District,Public,Picayune,MS,4069,2020-08-06,Online Only,Yes,Pending,Pending,Pending,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,12/18/2020,0,2,1
470,762,2803660,28115,PONTOTOC CO SCHOOL DIST,"Tupelo, MS",46180,539,Pontotoc,MISSISSIPPI,MS,19.2,7.2,20401,23.4,16.2,23.2,1.9,27,19.7,11.8,0.7,26.2,4.9,5.8,0.8,3.579754111,14.4,0,78.10791389,4376,2.409227341,65,0.033600468,15293,2.1934,699.3453616,459.8435255,23126.2973,62.91142037,0.900986947,0.724609997,0.925819803,0.542502388,0.607131487,0.802929004,0.600127348,0.935689271,2020-2021,899658,Pontotoc County School District,Public,Pontotoc,MS,4043,2020-08-17,Hybrid,Unknown,Unknown,Unknown,Unknown,Pending,Pending,Pending,Pending,Pending,Pending,12/29/2020,1,2,1
471,763,2803690,28115,PONTOTOC CITY SCHOOLS,"Tupelo, MS",46180,539,Pontotoc,MISSISSIPPI,MS,19.2,7.2,20401,23.4,16.2,23.2,1.9,27,19.7,11.8,0.7,26.2,4.9,5.8,0.8,3.579754111,14.4,0,78.10791389,4376,2.409227341,65,0.033600468,15293,2.1934,699.3453616,459.8435255,23126.2973,62.91142037,0.900986947,0.724609997,0.925819803,0.542502388,0.607131487,0.802929004,0.600127348,0.935689271,2020-2021,899657,Pontotoc City Schools,Public,Pontotoc,MS,2412,2020-08-14,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,1/7/2021,1,2,1
472,764,2803720,28109,POPLARVILLE SEPARATE SCHOOL DIST,"Picayune, MS",38100,406,Pearl River,MISSISSIPPI,MS,16.1,8.4,23135,16,14,18.1,0.3,22.6,19.5,8.6,1.1,20.3,2.5,4.2,2.9,1.508640229,18.1,10.89938055,147.4434361,6417,2.409227341,65,0.033600468,15293,2.1934,1182.251718,406.1723694,2538.577309,67.97467469,0.826806749,0.370264247,0.661891117,0.799108564,0.552053486,0.52976759,0.621139764,0.755173512,2020-2021,899591,Poplarville School District,Public,Poplarville,MS,2350,2020-08-06,On Premises,Unknown,Unknown,Unknown,Unknown,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,11/4/2020,1,2,1
473,765,2803750,28117,PRENTISS CO SCHOOL DIST,"Tupelo, MS",46180,539,Prentiss,MISSISSIPPI,MS,23.6,7.2,19693,21.3,12.6,17.4,0.3,22.6,22,7.9,1,15.8,2.9,7.4,4.5,1.356466877,17.5,43.32584978,448.5363551,6419,2.409227341,65,0.033600468,15293,2.1934,970.0315457,457.4132492,4554.416404,61.11059668,0.875835721,0.362941738,0.808022923,0.700732251,0.320598535,0.744030564,0.593123209,0.768545049,2020-2021,899680,Prentiss County School District,Public,Booneville,MS,2790,2020-10-08,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Unknown,Never closed,Yes,10/1/2020,1,1,1
474,766,2803780,28023,QUITMAN SCHOOL DIST,"Meridian, MS",32940,N,Clarke,MISSISSIPPI,MS,19.3,8.2,22422,19,9.3,36.7,0,22.6,23,9.9,0.1,27.3,0.9,5.6,0.3,6.924912104,19.5,0,153.2895947,7051,2.409227341,65,0.033600468,15293,2.1934,841.285786,558.76444,1713.962833,23.03141587,0.787965616,0.374084686,0.59089462,0.922636103,0.519898122,0.408150271,0.317414836,0.618274435,2020-2021,899605,Quitman School District,Public,Quitman,MS,2136,2020-08-10,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Unknown,Yes,Unknown,Yes,11/13/2020,1,2,1
475,767,2803810,28119,QUITMAN CO SCHOOL DIST,N,N,N,Quitman,MISSISSIPPI,MS,35.5,25.8,15353,29.4,18.7,73.3,0.2,24.3,17.3,11.7,1.1,11.2,3.6,13.7,2.3,2.02116115,16,0,0,6979,2.409227341,65,0.033600468,15293,2.1934,908.8442756,569.7232773,868.1497558,18.20194985,0.996179561,0.583572111,0.926774912,0.819484241,0.847500796,0.349888571,0.263928685,0.867558103,2020-2021,899686,Quitman County School District,Public,Marks,MS,1367,2020-08-31,Online Only,Unknown,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Closed 1-5 days,Yes,10/20/2020,0,0,0
476,768,2803830,28121,RANKIN CO SCHOOL DIST,"Jackson, MS",27140,298,Rankin,MISSISSIPPI,MS,8.2,4.2,29874,10.5,8.8,25.6,0.6,23.8,12.8,8.2,4.4,14.9,2.2,2.2,3.7,0.583179053,14.3,12.02846737,308.805885,6145,2.409227341,65,0.033600468,15293,2.1934,888.6537953,295.556731,3275.588469,195.0149008,0.263928685,0.546641197,0.432346387,0.553008596,0.548869787,0.477236549,0.82362305,0.53231455,2020-2021,899637,Rankin County School District,Public,Brandon,MS,19716,2020-08-17,On Premises,Yes,Unknown,Pending,Pending,Required for all staff,Required for middle/high school students only,Yes,Yes,Never closed,Yes,1/12/2021,1,2,1
477,769,2803870,28111,RICHTON SCHOOL DIST,"Hattiesburg, MS",25620,279,Perry,MISSISSIPPI,MS,18.7,6.8,21611,18.7,15.1,22.7,0,23.4,26.5,8.4,0.3,32.1,2.5,6,1,2.302959761,17.2,0,177.0908798,7326,2.409227341,65,0.033600468,15293,2.1934,814.7655471,307.6155637,548.7196541,18.58446565,0.841451767,0.284622732,0.737026425,0.773957338,0.700732251,0.149315505,0.267430755,0.565425024,2020-2021,899594,Richton School District,Public,Richton,MS,765,2020-08-10,Hybrid,Yes,Yes,No,Yes,Required for all staff,Required for all students,Yes,Pending,Never closed,Yes,10/13/2020,1,1,1
478,770,2803900,28123,SCOTT CO SCHOOL DIST,N,N,N,Scott,MISSISSIPPI,MS,29,7.9,21640,25.7,15.9,50.4,4.4,26.6,23,16.5,0.7,28.9,4.7,11.4,0.9,1.471054021,14.6,0,120.0933297,7347,2.409227341,65,0.033600468,15293,2.1934,1185.993313,366.0038712,21587.18986,46.64075403,0.985036613,0.933142311,0.963387456,0.746259153,0.849411016,0.88092964,0.516077682,0.99745304,2020-2021,899644,Scott County School District,Public,Forest,MS,4505,2020-08-06,Hybrid,Yes,No,No,Yes,Pending,Pending,Pending,Pending,Pending,Yes,12/7/2020,1,2,1
479,771,2803930,28137,SENATOBIA MUNICIPAL SCHOOL DIST,"Memphis, TN-MS-AR",32820,368,Tate,MISSISSIPPI,MS,19.7,7.6,23542,18.4,11.9,35.5,0.9,23.4,15,10,1.3,21.9,4.9,5.2,6.8,0.993226406,15.7,0,0,5336,2.409227341,65,0.033600468,15293,2.1934,923.0337276,245.6743762,2470.782297,70.3942319,0.878701051,0.692136262,0.813753582,0.574976122,0.691499522,0.357529449,0.631645973,0.827761859,2020-2021,899693,Senatobia Municipal School District,Public,Senatobia,MS,1725,2020-08-17,Hybrid,Yes,Unknown,Yes,No,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,10/14/2020,1,1,1
480,772,2803960,28125,SOUTH DELTA SCHOOL DISTRICT,N,N,N,Sharkey,MISSISSIPPI,MS,25.9,16.5,17877,26.3,19.6,74.9,0,24.4,21.4,9.6,0,25.2,4.4,14.6,3.1,0.376856573,17.4,0,612.7192056,7608,2.409227341,65,0.033600468,15293,2.1934,5568.831745,931.0574152,0,10.44890617,0.993950971,0.498248965,0.912448265,0.875198981,0.594078319,0.659662528,0.187201528,0.850366125,2020-2021,899622,South Delta School District,Public,Rolling Fork,MS,1028,2020-09-03,Hybrid,Unknown,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,10/14/2020,1,1,1
481,773,2803990,28127,SIMPSON CO SCHOOL DIST,"Jackson, MS",27140,298,Simpson,MISSISSIPPI,MS,24.9,8.2,20495,22,13.4,38.5,0.1,24.4,18.2,9.7,0.5,27.9,4.1,7.4,2.4,3.22461493,16.6,0,363.8234538,7056,2.409227341,65,0.033600468,15293,2.1934,738.7433975,417.3900196,2629.926495,45.95147811,0.93919134,0.428207577,0.951289398,0.868194842,0.517032792,0.394778733,0.510347023,0.819802611,2020-2021,899617,Simpson County School District,Public,Mendenhall,MS,4262,2020-08-17,Online Only,Unknown,Yes,No,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,12/28/2020,0,0,0
482,774,2804020,28129,SMITH CO SCHOOL DIST,N,N,N,Smith,MISSISSIPPI,MS,16.9,3.4,23164,18.4,11.5,25.8,0.2,24.2,18.2,7.3,1,26,1.3,5.3,0.7,3.778870697,18.3,0,166.839259,6957,2.409227341,65,0.033600468,15293,2.1934,460.6860487,0,6424.702733,25.2456688,0.514167463,0.386819484,0.496020376,0.736389685,0.653613499,0.340019102,0.340974212,0.47055078,2020-2021,899620,Smith County School District,Public,Raleigh,MS,2966,2020-08-07,Hybrid,Unknown,Unknown,Unknown,Unknown,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,10/13/2020,1,1,1
483,775,2804050,28107,SOUTH PANOLA SCHOOL DISTRICT,N,N,N,Panola,MISSISSIPPI,MS,20.9,7.2,19972,21.6,12.9,53,1,25.3,18.5,10.2,1.1,28.6,3.3,6.5,0.6,0.794322927,14.9,0,319.0337834,7522,2.409227341,65,0.033600468,15293,2.1934,1264.492013,408.8426832,5008.322869,49.97702965,0.857370264,0.793696275,0.759949061,0.778096148,0.661891117,0.791149316,0.537408469,0.952244508,2020-2021,899713,South Panola School District,Public,Batesville,MS,4960,2020-08-17,Hybrid,Yes,Unknown,No,Yes,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,9/15/2020,1,1,1
484,776,2804080,28113,SOUTH PIKE SCHOOL DIST,"McComb, MS",32620,N,Pike,MISSISSIPPI,MS,33.8,7.4,17954,18.3,14.3,56.4,1.2,26.3,17.1,13.4,3.8,24,2.6,8.8,2.7,3.596144651,16.3,70.41722204,474.0042189,6508,2.409227341,65,0.033600468,15293,2.1934,1185.293303,588.8718323,4018.924428,97.15235872,0.891754218,0.826488379,0.994269341,0.841770137,0.302769819,0.828716969,0.711556829,0.978032474,2020-2021,899577,South Pike School District,Public,Magnolia,MS,2137,2020-09-08,Online Only,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,1/12/2021,0,1,1
485,777,2804110,28139,SOUTH TIPPAH SCHOOL DIST,N,N,N,Tippah,MISSISSIPPI,MS,19.7,7.7,20180,22.4,11.8,22.8,0.5,24.7,19.6,10.2,1.2,26.6,3.3,5.3,1.5,1.541609823,16.1,0,110.6292592,6342,2.409227341,65,0.033600468,15293,2.1934,595.7253297,823.1014097,3437.92633,48.03174425,0.850366125,0.490608087,0.842088507,0.689907673,0.739891754,0.709964979,0.525947151,0.88411334,2020-2021,899691,South Tippah School District,Public,Ripley,MS,3025,2020-08-05,Hybrid,Yes,Pending,Pending,Pending,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,10/13/2020,1,2,1
486,778,2804170,28131,STONE CO SCHOOL DIST,"Gulfport-Biloxi, MS",25060,N,Stone,MISSISSIPPI,MS,17.1,4.8,21931,19.7,13.4,23.8,0.1,22.1,18.2,8.5,0.3,21.3,5.6,3.3,4,1.839455782,15.4,0,137.0013152,6424,2.409227341,65,0.033600468,15293,2.1934,2780.952381,565.9863946,3254.421769,41.24722308,0.654568609,0.331423114,0.680674944,0.638331741,0.719834448,0.803884113,0.477554919,0.738618274,2020-2021,899572,Stone County School District,Public,Wiggins,MS,2645,2020-08-17,Hybrid,Yes,Unknown,Yes,No,Required for all staff,Required for all students,Unknown,Unknown,Closed indefinitely,No,1/13/2021,1,1,1
487,780,2804260,28141,TISHOMINGO CO SP MUN SCH DIST,N,N,N,Tishomingo,MISSISSIPPI,MS,17.8,9.6,20037,20.9,14,6.8,0.1,22,22.3,5.8,2.3,17.5,2.2,5.8,1.3,1.180819386,20,0,240.3485053,6707,2.409227341,65,0.033600468,15293,2.1934,790.6355889,795.7695862,12773.38536,45.90592949,0.888252149,0.11843362,0.46768545,0.8802929,0.496657116,0.960203757,0.509391913,0.743393824,2020-2021,899654,Tishomingo Cnty Special MNCP Seperate SD,Public,Iuka,MS,3290,2020-08-20,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,1/14/2021,1,1,1
488,781,2804290,28143,TUNICA COUNTY SCHOOL DISTRICT,"Memphis, TN-MS-AR",32820,368,Tunica,MISSISSIPPI,MS,21.9,10.5,19115,18.5,14.6,80.8,1.4,29.7,12.5,20.6,14.9,16.6,4.7,9.4,1.2,1.248770895,11.2,0,0,7453,2.409227341,65,0.033600468,15293,2.1934,1701.081613,452.3107178,1986.234022,22.3674749,0.917223814,0.8802929,0.957338427,0.675581025,0.875198981,0.522445081,0.308500478,0.94237504,2020-2021,899696,Tunica County Schools,Public,Tunica,MS,2396,2020-08-24,Online Only,No,Yes,Yes,Yes,Required for all staff,Not required,Unknown,Unknown,Never closed,No,9/15/2020,0,0,0
489,782,2804320,28081,TUPELO PUBLIC SCHOOL DIST,"Tupelo, MS",46180,539,Lee,MISSISSIPPI,MS,15.9,6.4,25467,16.2,11.6,34.1,0.8,25.6,15.8,10.9,7.7,12.1,4.3,6.1,1.1,1.473237944,14.2,49.5049505,755.471356,4849,2.409227341,65,0.033600468,15293,2.1934,935.0526998,462.8157569,13451.09816,188.720633,0.743712194,0.653295129,0.879019421,0.686087233,0.210124164,0.879337791,0.818529131,0.889843999,2020-2021,899676,Tupelo Public School District,Public,Tupelo,MS,7438,2020-09-17,Hybrid,Yes,Yes,Unknown,No,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,1/29/2021,1,4,1
490,783,2804350,28145,UNION CO SCHOOL DIST,N,N,N,Union,MISSISSIPPI,MS,15.6,6.3,20088,22.2,11.4,21.6,1.2,25.3,19.4,9.2,1.7,22.2,3,5.5,1.1,2.616730145,16.3,28.3667825,532.4702443,4741,2.409227341,65,0.033600468,15293,2.1934,874.5944421,444.350402,9239.66709,68.2279013,0.653931869,0.637376632,0.841451767,0.678764725,0.251512257,0.830627189,0.622094874,0.795606495,2020-2021,899688,Union County School District,Public,New Albany,MS,2857,2020-08-17,On Premises,Yes,No,Yes,Yes,Required for all staff,Required for all students,Unknown,Unknown,Unknown,Yes,1/25/2021,1,2,1
491,784,2804380,28101,UNION PUBLIC SCHOOL DIST,N,N,N,Newton,MISSISSIPPI,MS,26.1,6.9,21600,15.3,11.4,38.9,0.4,25.4,19.9,13.3,1.2,23.1,4.6,5.6,3.4,2.880505482,15.9,0,114.6736388,7008,2.409227341,65,0.033600468,15293,2.1934,538.9332838,557.5171901,2378.740011,37.24813453,0.796561605,0.561286215,0.980897803,0.780643107,0.794014645,0.347023241,0.446354664,0.847182426,2020-2021,899606,Union Public School District,Public,Union,MS,1005,2020-08-06,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,No,Never closed,Unknown,1/5/2021,1,2,1
492,785,2804440,28147,WALTHALL CO SCHOOL DIST,N,N,N,Walthall,MISSISSIPPI,MS,27.7,6.2,20337,19.5,18,47.4,0.4,23.7,19.9,10.1,0.1,28,3.9,5.6,0.9,4.403807958,18.7,0,167.6727029,7303,2.409227341,65,0.033600468,15293,2.1934,746.5242107,575.3030614,1999.863023,36.14752689,0.901623687,0.606813117,0.834765998,0.875835721,0.716969118,0.416746259,0.434893346,0.867876472,2020-2021,899581,Walthall County School District,Public,Tylertown,MS,2422,2020-08-06,Hybrid,Yes,Unknown,Unknown,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,10/6/2020,1,1,1
493,786,2804470,28149,VICKSBURG WARREN SCHOOL DIST,"Vicksburg, MS",46980,298,Warren,MISSISSIPPI,MS,20.6,7.2,23793,12.8,12.8,52.7,0.5,24.4,16.1,11.7,6.7,16.9,2.5,7.7,1.3,2.04779607,15.8,46.30604083,825.3782984,6573,2.409227341,65,0.033600468,15293,2.1934,907.063197,579.9256506,4042.485396,79.98922112,0.803247373,0.655842089,0.925501433,0.753263292,0.264565425,0.76217765,0.665711557,0.879019421,2020-2021,899624,Vicksburg Warren School District,Public,Vicksburg,MS,9113,2020-08-17,Hybrid,Yes,Pending,Pending,Pending,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,11/5/2020,1,1,1
494,787,2804500,28161,WATER VALLEY SCHOOL DISTRICT,N,N,N,Yalobusha,MISSISSIPPI,MS,16.2,4.4,21140,16.9,13.1,41.9,0,22.9,16.7,9,1.2,26.6,3.1,7.4,1.6,1.296191933,19.1,0,202.9189105,8749,2.409227341,65,0.033600468,15293,2.1934,893.6478544,780.9355124,2270.348603,26.58886324,0.518624642,0.403693091,0.76249602,0.985354982,0.637058262,0.672078956,0.35402738,0.746259153,2020-2021,899666,Water Valley School District,Public,Water Valley,MS,1340,2020-08-10,Hybrid,Yes,Pending,Pending,Pending,Not required,Not required,Yes,Yes,Unknown,Yes,10/15/2020,1,1,1
495,788,2804530,28153,WAYNE CO SCHOOL DIST,N,N,N,Wayne,MISSISSIPPI,MS,22,9.3,22611,21.3,10.2,42.5,0.3,24.8,22.1,10.9,2.1,31.7,2.8,6.1,0.9,3.275878954,16.4,29.3283801,382.098677,8006,2.409227341,65,0.033600468,15293,2.1934,1028.302811,352.5609637,3261.188914,25.19007997,0.908627826,0.540273798,0.9417383,0.698822031,0.445717924,0.558739255,0.339382362,0.774275708,2020-2021,899607,Wayne County School District,Public,Waynesboro,MS,4343,2020-08-04,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Unknown,1/27/2021,1,1,1
496,789,2804560,28155,WEBSTER CO SCHOOL DIST,"Starkville, MS",44260,N,Webster,MISSISSIPPI,MS,25.5,5.1,21109,15.4,11.7,21.9,0.1,23.9,21.9,10.9,0.8,19,0.9,5.3,0.9,2.31990232,17.5,0,379.9620038,6512,2.409227341,65,0.033600468,15293,2.1934,691.9006919,1505.901506,1678.876679,23.34815835,0.661891117,0.312639287,0.568290353,0.886978669,0.498567335,0.692773002,0.321872015,0.624641834,2020-2021,899557,Webster County School District,Public,Eupora,MS,2062,2020-08-06,On Premises,Unknown,No,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Closed indefinitely,Yes,11/3/2020,1,1,1
