,X1,DistrictNCES,FIPS,NAME,NMCBSA,CBSA,CSA,COUNTY,STATE,ST_ABBR,ses_EP_POV,ses_EP_UNEMP,ses_EP_PCI,ses_EP_NOHSDP,ses_EP_UNINSUR,ms_EP_MINRTY,ms_EP_LIMENG,hh_EP_AGE17,hh_EP_DISABL,hh_EP_SNGPNT,hh_EP_MUNIT,hh_EP_MOBILE,hh_EP_CROWD,hh_EP_NOVEH,hh_EP_GROUPQ,hh_EP_PLUMB,pm_EP_AGE65,hc_icu_capita,hc_hosp_beds_capita,hc_pqi,hc_emer_services_capita,hc_epi_capita,hc_health_labs_capita,hc_spend_capita,hc_PHEP_capita,hr_incarcerated_per_100k,hr_all_care_residents_per_100k,hr_high_risk_employees_per_100k,pd_population_density,V3_THEME1,V3_THEME2,V3_THEME3,V3_THEME4,V3_THEME5,V3_THEME6,V3_THEME7,V3_CCVI,SchoolYear,DistrictID,DistrictName,Control,PhysicalCity,PhysicalState,Enrollment,OpenDate,TeachingMethod,SportsParticipation,OnlineInstructionIncrease,NetworkInvestment,HardwareInvestment,StaffMaskPolicy,StudentMaskPolicy,StudentIllnessReturnPolicy,StudentIsolationArea,SchoolTemporaryShutdown,ParentOptOutClassroomTeaching,LastVerifiedDate,school_inperson,total,status_county
1,2,100005,1095,Albertville City,"Albertville, AL",10700,N,Marshall,ALABAMA,AL,21.7,5.1,23833,19.1,13.1,18.8,4,24.9,15.5,9.2,1.6,14.8,2.6,4.8,1.1,0.939618477,16.8,21.11085309,157.7005162,6183,2.051498353,30,0.020394907,14560,1.8466,611.6979347,696.8311525,14229.85969,168.1468187,0.803565743,0.770773639,0.490608087,0.544094238,0.922317733,0.889843999,0.807067813,0.961158867,2020-2021,899928,Albertville City School System,Public,Albertville,AL,4995,2020-08-24,Hybrid,Yes,Unknown,Yes,Unknown,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,10/2/2020,1,4,1
2,3,100006,1095,Marshall County,"Albertville, AL",10700,N,Marshall,ALABAMA,AL,21.7,5.1,23833,19.1,13.1,18.8,4,24.9,15.5,9.2,1.6,14.8,2.6,4.8,1.1,0.939618477,16.8,21.11085309,157.7005162,6183,2.051498353,30,0.020394907,14560,1.8466,611.6979347,696.8311525,14229.85969,168.1468187,0.803565743,0.770773639,0.490608087,0.544094238,0.922317733,0.889843999,0.807067813,0.961158867,2020-2021,899935,Marshall County School District,Public,Guntersville,AL,6259,2020-08-20,Online Only,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,1/13/2021,0,4,1
3,4,100007,1073,Hoover City,"Birmingham-Hoover, AL",13820,142,Jefferson,ALABAMA,AL,17,7.3,30657,10.3,9.5,49.9,1.2,23,15.5,10.4,13.8,2.9,1.5,7.7,2.4,1.60405036,15,71.4220726,687.4810817,4669,2.051498353,30,0.020394907,14560,1.8466,788.0077346,676.4743322,3967.922024,593.7584838,0.758038841,0.809933142,0.720152818,0.560967845,0.624960204,0.771728749,0.929640242,0.951289398,2020-2021,899960,Hoover City Schools,Public,Birmingham,AL,14108,2020-08-21,Hybrid,Yes,Unknown,Unknown,Yes,Required for all staff,Required for all students,Unknown,Unknown,Unknown,Yes,1/14/2021,1,8,1
4,5,100008,1089,Madison City,"Huntsville, AL",26620,290,Madison,ALABAMA,AL,13.2,5.8,35526,8.9,8.9,35.1,1.1,22.1,13.1,8.1,10.2,4.4,1.3,4.9,2.5,0.539489876,14.3,28.31152874,332.4176647,5456,2.051498353,30,0.020394907,14560,1.8466,690.2338069,514.5989484,6365.08558,446.0673605,0.53231455,0.722063037,0.249920408,0.444444444,0.811524992,0.750079592,0.909264565,0.771410379,2020-2021,4367188,Madison City School District,Public,Madison,AL,11012,2020-12-08,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,1/11/2021,1,3,1
5,6,100009,1121,Al Inst Deaf And Blind,"Talladega-Sylacauga, AL",45180,142,Talladega,ALABAMA,AL,19.9,8.8,22498,19,9.3,37.1,0.5,21.5,19.3,10.4,2.3,23.6,1.3,7.9,4.2,2.921864333,17.1,17.3078825,350.2088965,5598,2.051498353,30,0.020394907,14560,1.8466,1061.254887,570.9675417,11007.26122,109.3471605,0.820120981,0.58866603,0.891754218,0.775549188,0.789875836,0.936644381,0.738618274,0.988538682,2020-2021,107518193,Alabama Institute For Deaf and Blind,Public,Talladega,AL,396,2020-09-08,Hybrid,Unknown,Yes,Yes,Yes,Required for all staff,Required for all students,Pending,Pending,Pending,Yes,12/30/2020,1,3,1
6,7,100011,1073,Leeds City,"Birmingham-Hoover, AL",13820,142,Jefferson,ALABAMA,AL,17,7.3,30657,10.3,9.5,49.9,1.2,23,15.5,10.4,13.8,2.9,1.5,7.7,2.4,1.60405036,15,71.4220726,687.4810817,4669,2.051498353,30,0.020394907,14560,1.8466,788.0077346,676.4743322,3967.922024,593.7584838,0.758038841,0.809933142,0.720152818,0.560967845,0.624960204,0.771728749,0.929640242,0.951289398,2020-2021,26487084,Leeds City Schools,Public,Leeds,AL,1779,2020-08-28,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Unknown,Unknown,Unknown,Never closed,Yes,9/16/2020,1,8,1
7,8,100012,1095,Boaz City,"Albertville, AL",10700,N,Marshall,ALABAMA,AL,21.7,5.1,23833,19.1,13.1,18.8,4,24.9,15.5,9.2,1.6,14.8,2.6,4.8,1.1,0.939618477,16.8,21.11085309,157.7005162,6183,2.051498353,30,0.020394907,14560,1.8466,611.6979347,696.8311525,14229.85969,168.1468187,0.803565743,0.770773639,0.490608087,0.544094238,0.922317733,0.889843999,0.807067813,0.961158867,2020-2021,29489616,Boaz City School System,Public,Boaz,AL,2426,2020-08-20,On Premises,Unknown,Unknown,Yes,Yes,Unknown,Required for high school students only,Yes,Yes,Unknown,Yes,11/4/2020,1,4,1
8,12,100018,1073,Alabama School of Fine Arts,"Birmingham-Hoover, AL",13820,142,Jefferson,ALABAMA,AL,17,7.3,30657,10.3,9.5,49.9,1.2,23,15.5,10.4,13.8,2.9,1.5,7.7,2.4,1.60405036,15,71.4220726,687.4810817,4669,2.051498353,30,0.020394907,14560,1.8466,788.0077346,676.4743322,3967.922024,593.7584838,0.758038841,0.809933142,0.720152818,0.560967845,0.624960204,0.771728749,0.929640242,0.951289398,2020-2021,107518251,Alabama School of Fine Arts District Ofc,Public,Birmingham,AL,350,2020-09-21,Hybrid,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,1/27/2021,1,8,1
9,14,100020,1007,Boyd School,"Birmingham-Hoover, AL",13820,142,Bibb,ALABAMA,AL,14,7.5,20199,16.8,7.9,25.4,0.3,20.7,16.7,6,2.4,28.5,0.8,6,9.3,6.31242509,16.3,0,152.1540669,5627,2.051498353,30,0.020394907,14560,1.8466,559.3288054,408.3988103,2588.005505,36.19021399,0.474371219,0.432346387,0.658070678,0.721107927,0.965297676,0.288761541,0.435848456,0.635148042,2020-2021,107518344,The Boyd School,Public,Green Pond,AL,10,2020-08-19,Hybrid,No,No,Unknown,Unknown,Required for all staff,Required for all students,Yes,No,Unknown,Yes,12/1/2020,1,2,1
10,15,100021,1125,BrewerPorch Childrens Center,"Tuscaloosa, AL",46220,N,Tuscaloosa,ALABAMA,AL,17.4,6.3,26064,11.6,7.5,38,0.9,20.9,12,10.7,15.9,9.8,1.6,5.8,5,1.354424794,12.5,41.09106563,292.4588418,5844,2.051498353,30,0.020394907,14560,1.8466,729.9879251,625.0818329,8460.669308,156.1204328,0.544412607,0.7086915,0.643107291,0.260108246,0.896529768,0.876472461,0.794014645,0.851002865,2020-2021,107518272,Brewer-Porch Childrens Center Dist Ofc,Public,Tuscaloosa,AL,40,2020-08-21,On Premises,No,No,Unknown,Yes,Pending,Pending,Pending,Pending,Pending,Yes,11/30/2020,1,2,1
11,16,100022,1079,Sequel TSI Courtland LLC,"Decatur, AL",19460,290,Lawrence,ALABAMA,AL,16.8,5.7,23557,21,8.2,23.5,0.2,21.8,20.5,7.3,0.8,22.5,1.5,5.5,0.7,4.250700913,17.4,18.02451334,290.1124926,7397,2.051498353,30,0.020394907,14560,1.8466,916.4631757,298.4534684,2176.600042,48.02629994,0.614772365,0.372492837,0.443807705,0.827761859,0.853231455,0.325692455,0.525628781,0.630690863,2020-2021,107836865,Sequel Tsi Courtland LLC,Public,Courtland,AL,45,2020-08-10,On Premises,No,No,No,No,Required for all staff,Required for middle/high school students only,Yes,Yes,Never closed,No,1/4/2021,1,1,1
12,18,100024,1089,Sequel TSI New Beginnings LLC,"Huntsville, AL",26620,290,Madison,ALABAMA,AL,13.2,5.8,35526,8.9,8.9,35.1,1.1,22.1,13.1,8.1,10.2,4.4,1.3,4.9,2.5,0.539489876,14.3,28.31152874,332.4176647,5456,2.051498353,30,0.020394907,14560,1.8466,690.2338069,514.5989484,6365.08558,446.0673605,0.53231455,0.722063037,0.249920408,0.444444444,0.811524992,0.750079592,0.909264565,0.771410379,2020-2021,107836871,Sequel Tsi Tuskegee LLC,Public,Tuskegee,AL,41,2020-08-28,On Premises,No,Unknown,No,No,Required for all staff,Required for all students,Yes,Yes,Never closed,No,12/1/2020,1,3,1
13,21,100030,1123,Alexander City,"Alexander City, AL",10760,388,Tallapoosa,ALABAMA,AL,20.3,10.4,23655,19.5,8.1,31.1,0.2,21.1,19,10,3.3,18.1,3,9,1.5,2.61836795,20.4,14.72175876,303.711498,4470,2.051498353,30,0.020394907,14560,1.8466,1058.175017,1107.39246,6196.476031,56.71288536,0.853549825,0.421521808,0.894619548,0.928366762,0.597262018,0.988857052,0.573702642,0.964660936,2020-2021,9.00E+05,Alexander City Schools,Public,Alexander City,AL,3055,2020-09-08,Online Only,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,1/14/2021,0,1,1
14,24,100036,1081,Lee County Youth Development Center,"Auburn-Opelika, AL",12220,194,Lee,ALABAMA,AL,21.4,5.7,26960,9.5,7.9,32.6,1.2,21.5,13.2,10.1,12.3,16,3.1,4.6,3.7,0.495332325,11.1,17.88029145,195.8839419,4379,2.051498353,30,0.020394907,14560,1.8466,671.7434568,288.159109,4459.874315,262.179073,0.544094238,0.718879338,0.680038204,0.139764406,0.923591213,0.489334607,0.856415154,0.750716332,2020-2021,107518356,Lee County Youth Development Ctr Dist of,Public,Opelika,AL,NA,2020-08-10,Hybrid,No,No,No,No,Pending,Pending,Pending,Pending,Pending,Pending,10/12/2020,1,3,1
15,26,100038,1031,Pathway Inc,"Enterprise, AL",21460,N,Coffee,ALABAMA,AL,15.1,5.9,27577,13.8,10.1,29.4,1.4,23.7,17.7,9.7,0.9,13.6,1.4,6,1.2,1.77819373,16.3,13.70587199,252.3647152,5014,2.051498353,30,0.020394907,14560,1.8466,639.525815,647.3249103,8565.356419,75.5361871,0.64915632,0.725883477,0.489652977,0.602037568,0.835721108,0.848455906,0.650429799,0.871696912,2020-2021,107518405,Pathway Inc,Public,New Brockton,AL,100,2020-09-08,Online Only,No,No,Unknown,Unknown,Required for all staff,Required for all students,Yes,Yes,Never closed,No,11/19/2020,0,3,1
16,33,100060,1039,Andalusia City,N,N,N,Covington,ALABAMA,AL,18.3,8.7,23071,17.1,11.2,16.6,0.4,21.9,20.9,9,1.3,21.6,2.1,5.2,1.8,2.928971112,20.5,34.64911112,496.8383017,8958,2.051498353,30,0.020394907,14560,1.8466,1601.028085,570.2658563,3475.141228,36.24354046,0.838586437,0.394141993,0.724609997,0.9417383,0.730977396,0.809933142,0.436485196,0.891435848,2020-2021,899904,Andalusia City School District,Public,Andalusia,AL,1760,2020-08-17,Hybrid,Yes,Yes,Yes,Unknown,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,1/29/2021,1,3,1
17,34,100090,1015,Anniston City,"Anniston-Oxford, AL",11500,N,Calhoun,ALABAMA,AL,18.6,8.8,24706,15.9,9.4,27.5,1,21.9,20.8,10.4,3.7,14.7,1.7,5.8,2.7,1.05996629,16.8,20.77436443,416.366814,6564,2.051498353,30,0.020394907,14560,1.8466,1086.899859,680.28984,6371.09246,189.9723079,0.82362305,0.650429799,0.753581662,0.719516078,0.780006367,0.937281121,0.82075772,0.984399873,2020-2021,899916,Anniston City School District,Public,Anniston,AL,2073,2020-08-05,Online Only,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Closed 6-14 days,Yes,1/21/2021,0,3,1
18,35,100100,1095,Arab City,"Albertville, AL",10700,N,Marshall,ALABAMA,AL,21.7,5.1,23833,19.1,13.1,18.8,4,24.9,15.5,9.2,1.6,14.8,2.6,4.8,1.1,0.939618477,16.8,21.11085309,157.7005162,6183,2.051498353,30,0.020394907,14560,1.8466,611.6979347,696.8311525,14229.85969,168.1468187,0.803565743,0.770773639,0.490608087,0.544094238,0.922317733,0.889843999,0.807067813,0.961158867,2020-2021,900001,Arab City School District,Public,Arab,AL,2369,2020-08-28,Hybrid,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Yes,10/6/2020,1,4,1
19,36,100120,1083,Athens City,"Huntsville, AL",26620,290,Limestone,ALABAMA,AL,13.7,6.9,27699,15.7,9.6,23.1,1,23,16.3,7.6,3.6,12.6,1.8,3.6,3.1,0.685638138,14.7,10.90572005,110.5535263,5796,2.051498353,30,0.020394907,14560,1.8466,425.5684993,344.9684048,3547.478829,166.1775823,0.710920089,0.618592805,0.41037886,0.597898758,0.967526266,0.287806431,0.805157593,0.76599809,2020-2021,899946,Athens City School District,Public,Athens,AL,3874,2020-08-17,Hybrid,Unknown,Pending,Pending,Pending,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,12/29/2020,1,2,1
20,45,100185,1097,Saraland City,"Mobile, AL",33660,380,Mobile,ALABAMA,AL,19.3,6.2,25215,13.8,11.6,42.8,0.7,23.7,14,10.8,9,7.7,2,6.7,2.2,1.450589521,15.3,37.89268406,439.7409081,6397,2.051498353,30,0.020394907,14560,1.8466,709.7398103,553.7079866,4932.00437,337.2941061,0.750397962,0.684495384,0.76536135,0.657752308,0.829035339,0.726520216,0.88061127,0.969436485,2020-2021,69692191,Saraland City Schools,Public,Saraland,AL,3098,2020-08-06,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,10/19/2020,1,5,1
21,48,100188,1097,Chickasaw City,"Mobile, AL",33660,380,Mobile,ALABAMA,AL,19.3,6.2,25215,13.8,11.6,42.8,0.7,23.7,14,10.8,9,7.7,2,6.7,2.2,1.450589521,15.3,37.89268406,439.7409081,6397,2.051498353,30,0.020394907,14560,1.8466,709.7398103,553.7079866,4932.00437,337.2941061,0.750397962,0.684495384,0.76536135,0.657752308,0.829035339,0.726520216,0.88061127,0.969436485,2020-2021,91848681,City of Chickasaw School System,Public,Chickasaw,AL,1172,2020-08-27,On Premises,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,9/29/2020,1,5,1
22,49,100189,1097,Satsuma City,"Mobile, AL",33660,380,Mobile,ALABAMA,AL,19.3,6.2,25215,13.8,11.6,42.8,0.7,23.7,14,10.8,9,7.7,2,6.7,2.2,1.450589521,15.3,37.89268406,439.7409081,6397,2.051498353,30,0.020394907,14560,1.8466,709.7398103,553.7079866,4932.00437,337.2941061,0.750397962,0.684495384,0.76536135,0.657752308,0.829035339,0.726520216,0.88061127,0.969436485,2020-2021,91442715,Satsuma School System,Public,Satsuma,AL,1435,2020-08-12,Hybrid,No,No,Unknown,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,No,12/30/2020,1,5,1
23,50,100190,1117,Alabaster City,"Birmingham-Hoover, AL",13820,142,Shelby,ALABAMA,AL,8.4,4,36576,7.8,6.8,21.9,1.6,24,11.2,6,7.6,8,1.1,2.9,1.4,0.790964731,14.3,15.3314712,132.429479,5038,2.051498353,30,0.020394907,14560,1.8466,456.7809487,321.4033825,3700.635707,268.9937862,0.192613817,0.687679083,0.104106972,0.349888571,0.929640242,0.307863738,0.858007004,0.460044572,2020-2021,91099970,Alabaster City School District,Public,Alabaster,AL,6277,2020-08-19,Hybrid,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,12/30/2020,1,1,1
24,55,100195,1101,Pike Road City,"Montgomery, AL",33860,388,Montgomery,ALABAMA,AL,20.7,7.6,28008,14.4,10.5,65.5,1.4,23.6,16.2,12.9,8.4,4.1,1.8,8.5,3,2.2653465,14.2,38.74603734,525.8011391,6139,2.051498353,30,0.020394907,14560,1.8466,1058.86552,543.3130197,6375.665922,288.9863748,0.907354346,0.865647883,0.889525629,0.617000955,0.837949698,0.886023559,0.865966253,0.99713467,2020-2021,97211058,Pike Road Schools,Public,Pike Road,AL,2095,2020-08-20,Hybrid,Yes,Yes,Yes,No,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,1/12/2021,1,2,1
25,56,100197,1097,Acceleration Day and Evening Academy,"Mobile, AL",33660,380,Mobile,ALABAMA,AL,19.3,6.2,25215,13.8,11.6,42.8,0.7,23.7,14,10.8,9,7.7,2,6.7,2.2,1.450589521,15.3,37.89268406,439.7409081,6397,2.051498353,30,0.020394907,14560,1.8466,709.7398103,553.7079866,4932.00437,337.2941061,0.750397962,0.684495384,0.76536135,0.657752308,0.829035339,0.726520216,0.88061127,0.969436485,2020-2021,107521977,Acceleration Day and Evening Acdmy Dist,Public,Mobile,AL,285,2020-08-24,Hybrid,No,Pending,Pending,Pending,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,12/8/2020,1,5,1
26,58,100199,1119,University Charter School,N,N,N,Sumter,ALABAMA,AL,31.3,12.1,15882,15.8,15.5,75.3,0.4,19.4,21.8,9.2,5.7,30.5,1.3,13.2,6.9,5.321524836,16.9,0,241.8645558,5843,2.051498353,30,0.020394907,14560,1.8466,623.7966885,708.509819,1440.123219,14.36670725,0.926456543,0.672397326,0.973575294,0.777141038,0.960203757,0.367080548,0.227952881,0.900031837,2020-2021,107522005,University Charter School District Ofc,Public,Livingston,AL,390,2020-08-19,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,1/28/2021,1,1,1
27,66,100210,1081,Auburn City,"Auburn-Opelika, AL",12220,194,Lee,ALABAMA,AL,21.4,5.7,26960,9.5,7.9,32.6,1.2,21.5,13.2,10.1,12.3,16,3.1,4.6,3.7,0.495332325,11.1,17.88029145,195.8839419,4379,2.051498353,30,0.020394907,14560,1.8466,671.7434568,288.159109,4459.874315,262.179073,0.544094238,0.718879338,0.680038204,0.139764406,0.923591213,0.489334607,0.856415154,0.750716332,2020-2021,899856,Auburn City School District,Public,Auburn,AL,9371,2020-08-10,Hybrid,Yes,Unknown,Unknown,Unknown,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,12/23/2020,1,3,1
28,67,100240,1001,Autauga County,"Montgomery, AL",33860,388,Autauga,ALABAMA,AL,15.4,4.2,29372,11.3,7.1,25,0.8,24.2,19.3,7.5,3.8,18.4,1.4,5.6,1,1.195652174,14.6,10.90195508,149.37701,6563,2.051498353,30,0.020394907,14560,1.8466,630.4347826,489.1304348,2768.115942,92.85996704,0.405921681,0.594715059,0.541865648,0.737026425,0.958930277,0.418019739,0.700095511,0.752944922,2020-2021,899908,Autauga County Board of Education,Public,Prattville,AL,11221,2020-09-08,Hybrid,Yes,Pending,Pending,Pending,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,12/14/2020,1,1,1
29,69,100300,1005,Barbour County,"Eufaula, AL-GA",21640,N,Barbour,ALABAMA,AL,28.9,9.5,18461,27,11.2,53.9,1.6,21.1,22.2,12.8,1.3,29.2,3.4,9.2,11.2,2.21472345,18,19.0832411,278.3524544,5685,2.051498353,30,0.020394907,14560,1.8466,1012.334187,612.830657,3944.61252,29.13214955,0.936644381,0.855778415,0.984081503,0.751671442,0.88506845,0.808022923,0.375994906,0.990130532,2020-2021,899937,Barbour County School District,Public,Clayton,AL,787,2020-09-08,Online Only,No,No,Unknown,Yes,Required for all staff,Required for all students,Yes,Unknown,Closed 6-14 days,Yes,12/15/2020,0,1,1
30,71,100360,1007,Bibb County,"Birmingham-Hoover, AL",13820,142,Bibb,ALABAMA,AL,14,7.5,20199,16.8,7.9,25.4,0.3,20.7,16.7,6,2.4,28.5,0.8,6,9.3,6.31242509,16.3,0,152.1540669,5627,2.051498353,30,0.020394907,14560,1.8466,559.3288054,408.3988103,2588.005505,36.19021399,0.474371219,0.432346387,0.658070678,0.721107927,0.965297676,0.288761541,0.435848456,0.635148042,2020-2021,899974,Bibb County Board of Education,Public,Centreville,AL,3636,2020-08-18,Hybrid,Yes,Yes,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Pending,8/24/2020,1,2,1
31,72,100390,1073,Birmingham City,"Birmingham-Hoover, AL",13820,142,Jefferson,ALABAMA,AL,17,7.3,30657,10.3,9.5,49.9,1.2,23,15.5,10.4,13.8,2.9,1.5,7.7,2.4,1.60405036,15,71.4220726,687.4810817,4669,2.051498353,30,0.020394907,14560,1.8466,788.0077346,676.4743322,3967.922024,593.7584838,0.758038841,0.809933142,0.720152818,0.560967845,0.624960204,0.771728749,0.929640242,0.951289398,2020-2021,899987,Birmingham City Schools,Public,Birmingham,AL,24211,2020-09-08,Hybrid,Unknown,Unknown,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Yes,12/23/2020,1,8,1
32,73,100420,1009,Blount County,"Birmingham-Hoover, AL",13820,142,Blount,ALABAMA,AL,14.4,4.1,22656,19.8,11,12.9,1.7,23.4,14.2,7,0.9,25.2,1.6,4.2,0.9,1.401682713,17.8,10.40456414,69.00001725,4469,2.051498353,30,0.020394907,14560,1.8466,414.6066441,553.3871108,2982.045277,89.39559087,0.46895893,0.591531359,0.206940465,0.674307545,0.888252149,0.347659981,0.692454632,0.604266157,2020-2021,899980,Blount County School District,Public,Oneonta,AL,9223,2020-08-18,Hybrid,Unknown,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Closed 6-14 days,Yes,1/18/2021,1,2,1
33,74,100450,1053,Brewton City,"Atmore, AL",12120,426,Escambia,ALABAMA,AL,24,13.5,18161,18.5,15.5,39.8,0.5,22.3,18.8,8.5,1,17.5,2,4.9,7.6,3.396913845,17.3,37.21325855,369.8976269,7083,2.051498353,30,0.020394907,14560,1.8466,1245.713673,294.684955,4650.664381,39.49124579,0.944285259,0.602674308,0.76504298,0.872015282,0.904807386,0.70423432,0.464501751,0.964342566,2020-2021,899871,Brewton City School District,Public,Brewton,AL,1176,2020-08-10,Hybrid,Yes,Yes,Unknown,Yes,Not required,Unknown,Yes,Yes,Never closed,Yes,1/6/2021,1,2,1
34,76,100510,1013,Butler County,N,N,N,Butler,ALABAMA,AL,23.5,6.7,20430,15.4,10.2,48.1,0.5,22.8,17.7,10.5,1.3,26.2,1.8,7.8,1.6,9.548064919,19,34.78088045,352.1471192,8959,2.051498353,30,0.020394907,14560,1.8466,1133.583021,1063.670412,4604.244694,25.77756858,0.694046482,0.64469914,0.885705189,0.910538045,0.818210761,0.977077364,0.346704871,0.966252786,2020-2021,899905,Butler County School District,Public,Greenville,AL,3101,2020-09-08,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Unknown,Pending,Pending,Yes,1/14/2021,1,1,1
35,77,100540,1015,Calhoun County,"Anniston-Oxford, AL",11500,N,Calhoun,ALABAMA,AL,18.6,8.8,24706,15.9,9.4,27.5,1,21.9,20.8,10.4,3.7,14.7,1.7,5.8,2.7,1.05996629,16.8,20.77436443,416.366814,6564,2.051498353,30,0.020394907,14560,1.8466,1086.899859,680.28984,6371.09246,189.9723079,0.82362305,0.650429799,0.753581662,0.719516078,0.780006367,0.937281121,0.82075772,0.984399873,2020-2021,899917,Calhoun County School District,Public,Anniston,AL,9881,2020-08-18,Hybrid,Yes,Unknown,Unknown,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Unknown,10/29/2020,1,3,1
36,78,100600,1017,Chambers County,"LaGrange, GA-AL",29300,122,Chambers,ALABAMA,AL,16.6,5,22827,18.6,10.8,44.2,0.1,20.7,16.7,9.7,4,14,3,7.3,1.5,2.495122095,18.9,0,334.7304692,5078,2.051498353,30,0.020394907,14560,1.8466,1031.750724,854.3723763,5921.480518,56.70169562,0.582617001,0.459726202,0.794651385,0.972620185,0.780324737,0.965616046,0.573384273,0.94078319,2020-2021,899858,Chambers County School District,Public,Lafayette,AL,4454,2020-08-12,Hybrid,Unknown,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,12/29/2020,1,1,1
37,79,100630,1019,Cherokee County,N,N,N,Cherokee,ALABAMA,AL,15,5.6,23356,19.8,8.3,8.2,0.4,20.4,20,4.7,2,29.2,1.5,4.1,1.1,2.432986501,21.7,0,233.6630579,5993,2.051498353,30,0.020394907,14560,1.8466,905.1173945,731.0563571,2413.646385,46.70612505,0.53199618,0.275071633,0.307226998,0.88443171,0.811524992,0.663164597,0.516714422,0.641833811,2020-2021,899931,Cherokee County School District,Public,Centre,AL,4792,2020-08-19,Hybrid,Unknown,Unknown,Yes,Unknown,Required for all staff,Required for middle/high school students only,Unknown,Unknown,Never closed,Unknown,10/7/2020,1,1,1
38,80,100660,1021,Chilton County,"Birmingham-Hoover, AL",13820,142,Chilton,ALABAMA,AL,18.6,7.1,24611,17.8,14.2,19.9,1.9,24.2,17.7,10.3,0.7,32.3,2.7,4.9,0.9,1.461415889,15.8,13.69706654,66.95382418,6125,2.051498353,30,0.020394907,14560,1.8466,780.7876167,289.0962896,4516.275893,63.40466869,0.906080866,0.696593442,0.672397326,0.642470551,0.971665075,0.552053486,0.602674308,0.926138173,2020-2021,899975,Chilton County Board of Education,Public,Clanton,AL,8519,2020-09-09,Hybrid,Yes,Unknown,Unknown,Unknown,Required for all staff,Unknown,Unknown,Unknown,Never closed,Yes,10/29/2020,1,1,1
39,81,100690,1023,Choctaw County,N,N,N,Choctaw,ALABAMA,AL,22.2,10.6,22182,18.6,11.4,43.6,0.4,20.3,28.4,8.7,1.1,31.6,1.4,10.1,1.4,6.263862333,22.1,0,189.6094046,5480,2.051498353,30,0.020394907,14560,1.8466,634.7992352,413.001912,1460.803059,14.31359746,0.913721745,0.58962114,0.806112703,0.968163005,0.834447628,0.188793378,0.227316141,0.800700414,2020-2021,899862,Choctaw County School System,Public,Butler,AL,1615,2020-10-08,Hybrid,Unknown,Yes,No,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,10/28/2020,1,1,1
40,82,100720,1025,Clarke County,N,N,N,Clarke,ALABAMA,AL,25.4,14.4,21111,18.8,10.8,47.1,0.1,22.1,17.1,7.9,1.8,26.5,1.8,10.2,1.5,5.133882806,19,0,339.9184196,5688,2.051498353,30,0.020394907,14560,1.8466,1381.883791,471.5627178,5933.489154,19.69202867,0.913085005,0.476281439,0.800063674,0.911811525,0.846545686,0.878064311,0.280165552,0.936326011,2020-2021,899873,Clarke County School District,Public,Grove Hill,AL,2951,2020-09-01,On Premises,Unknown,Unknown,Unknown,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,11/6/2020,1,2,1
